Account Number,Account Name,sku,category,quantity,unit price,ext price,date
532928,"Wilderman, Schmeler and Ratke",LK-02338,Sweater,1,62.31,62.31,2014-04-01T20:50:01.000000
169658,Mitchell PLC,HX-24728,Hat,5,94.09,470.45,2013-10-18T17:54:49.000000
804712,Bode LLC,AE-95093,Socks,10,80.21,802.1,2014-09-27T12:20:17.000000
117149,"Koepp, Witting and Collier",ZC-07383,Sweater,3,94.57,283.71,2014-02-14T08:04:30.000000
687391,Thiel Ltd,LK-02338,Sweater,9,11.96,107.64,2014-03-04T07:45:29.000000
694814,"Towne, Keebler and Bergnaum",RU-25060,Sweater,6,79.09,474.54,2014-02-10T20:27:02.000000
530809,Mayer PLC,GS-95639,Socks,16,22.75,364.0,2013-12-09T02:57:17.000000
321146,Stroman-Ortiz,XX-25746,Hat,17,10.1,171.7,2013-10-15T12:39:16.000000
527078,Kuvalis-Roberts,FT-50146,Sweater,15,89.6,1344.0,2014-09-08T11:41:54.000000
666407,McGlynn-Marvin,ZC-07383,Sweater,4,92.92,371.68,2013-10-21T04:55:22.000000
655756,"Sipes, Fadel and Schamberger",ZC-07383,Sweater,16,94.11,1505.76,2014-02-11T05:04:43.000000
786452,"Kuphal, Flatley and Casper",AE-95093,Socks,18,70.49,1268.82,2014-08-22T01:20:30.000000
111739,Bartell-Cummerata,RU-25060,Sweater,13,19.28,250.64,2014-05-24T14:14:48.000000
19767,"Pagac, Rogahn and Larson",XX-25746,Hat,18,17.32,311.76,2014-04-29T04:50:51.000000
82504,"DuBuque, Ledner and Raynor",QS-76400,Sweater,10,28.17,281.7,2014-06-23T18:16:44.000000
50537,"Hammes, Howell and Flatley",AE-95093,Socks,5,17.16,85.8,2014-06-25T06:11:34.000000
349982,"Miller, Bechtelar and Haley",ZC-07383,Sweater,9,44.39,399.51,2014-07-05T16:58:15.000000
62804,Mitchell-Langworth,AE-95093,Socks,3,37.8,113.4,2013-11-19T17:10:33.000000
779536,Champlin-Hodkiewicz,ZC-07383,Sweater,20,94.04,1880.8,2014-07-26T06:46:45.000000
289599,Davis-Mohr,HX-24728,Hat,10,19.88,198.8,2014-07-23T03:33:00.000000
587760,"Conn, Schultz and Ullrich",QS-76400,Sweater,10,49.02,490.2,2014-03-25T13:57:19.000000
692143,Kreiger Ltd,XX-25746,Hat,15,30.36,455.4,2014-07-16T21:33:15.000000
175408,Hoppe and Sons,AE-95093,Socks,2,79.31,158.62,2014-02-22T13:54:53.000000
532928,"Wilderman, Schmeler and Ratke",IC-59308,Socks,17,68.94,1171.98,2014-02-04T15:34:11.000000
573823,"Macejkovic, Kemmer and Daniel",HX-24728,Hat,14,95.98,1343.72,2013-11-10T19:13:49.000000
15419,Bruen Group,IC-59308,Socks,4,85.71,342.84,2014-03-29T08:12:22.000000
832368,Smith Ltd,AE-95093,Socks,18,72.23,1300.14,2013-12-08T09:50:17.000000
706364,Conn-Schumm,QS-76400,Sweater,10,10.24,102.4,2014-03-16T04:21:10.000000
81991,Quitzon-Heaney,FT-50146,Sweater,1,62.59,62.59,2014-04-02T20:21:22.000000
305893,Dickinson-Larson,FT-50146,Sweater,9,23.64,212.76,2014-02-02T18:59:05.000000
503229,Murazik-Homenick,XX-25746,Hat,14,40.52,567.28,2013-12-19T02:41:39.000000
725939,Ratke-Goldner,AE-95093,Socks,20,32.48,649.6,2014-02-06T04:20:29.000000
381895,"Runolfsdottir, Hammes and Mills",ZC-07383,Sweater,9,86.53,778.77,2014-08-20T14:30:11.000000
528522,"Fay, Kassulke and Hahn",IC-59308,Socks,2,89.19,178.38,2014-06-02T17:18:52.000000
128394,Klocko-Kuvalis,ZC-07383,Sweater,7,61.28,428.96,2014-03-02T05:27:29.000000
930909,"Hilll, Gleichner and Corwin",IC-59308,Socks,19,95.99,1823.81,2013-12-30T11:07:49.000000
111287,"Yundt, Lesch and Smith",FT-50146,Sweater,17,39.17,665.89,2014-07-11T14:55:14.000000
618350,Stehr-Bradtke,RU-25060,Sweater,16,18.35,293.6,2014-07-10T07:15:26.000000
826893,"Schinner, Cruickshank and Ziemann",HX-24728,Hat,2,10.01,20.02,2014-06-17T07:25:19.000000
473322,Schuppe-Frami,HX-24728,Hat,7,26.55,185.85,2014-02-18T02:58:37.000000
707783,Sanford-Jacobs,HX-24728,Hat,3,68.61,205.83,2014-01-20T07:57:02.000000
104535,Kling and Sons,ZC-07383,Sweater,18,17.78,320.04,2014-06-19T10:57:21.000000
305127,Zieme-Corkery,IC-59308,Socks,11,43.9,482.9,2014-04-24T18:46:04.000000
365312,"Hermann, Jakubowski and Gaylord",IC-59308,Socks,3,27.82,83.46,2014-06-25T16:34:53.000000
479110,Kilback-Hettinger,XX-25746,Hat,16,98.46,1575.36,2013-10-12T09:00:54.000000
306938,D'Amore PLC,RU-25060,Sweater,16,75.02,1200.32,2014-08-06T01:53:01.000000
480628,Daugherty-Olson,GS-95639,Socks,16,66.55,1064.8,2014-09-24T14:38:01.000000
904137,Schulist PLC,GS-95639,Socks,20,16.77,335.4,2014-09-27T08:21:04.000000
685048,Schultz Group,QS-76400,Sweater,13,61.71,802.23,2014-07-26T20:06:21.000000
164962,Hudson-Trantow,QS-76400,Sweater,14,92.47,1294.58,2014-01-10T01:29:31.000000
423118,White-Stokes,RU-25060,Sweater,20,23.17,463.4,2013-11-15T22:41:05.000000
884468,Turcotte and Sons,QS-76400,Sweater,1,16.31,16.31,2014-01-23T16:22:02.000000
212487,Von-Ledner,QS-76400,Sweater,16,58.88,942.08,2014-09-01T19:22:55.000000
861533,"Beatty, Kuhn and Lang",GS-95639,Socks,13,70.51,916.63,2013-11-07T02:13:23.000000
317998,"Wilderman, Stamm and Kshlerin",AE-95093,Socks,11,48.94,538.34,2014-07-04T00:12:58.000000
116928,"Sporer, Collins and Gutkowski",HX-24728,Hat,11,83.67,920.37,2014-04-14T16:41:59.000000
883455,Collins-Bartell,QS-76400,Sweater,8,55.1,440.8,2014-05-02T21:37:51.000000
437917,Wuckert-Breitenberg,FT-50146,Sweater,16,74.74,1195.84,2014-08-12T23:55:44.000000
971908,Bauch-Skiles,HX-24728,Hat,2,23.15,46.3,2013-10-30T09:19:03.000000
556303,Dickens Inc,FT-50146,Sweater,13,32.71,425.23,2014-03-23T20:59:24.000000
71617,Predovic Ltd,AE-95093,Socks,9,65.05,585.45,2013-10-13T23:51:20.000000
50180,Legros-Larson,XX-25746,Hat,19,62.62,1189.78,2013-11-16T05:08:39.000000
803666,Fritsch-Glover,AE-95093,Socks,12,68.33,819.96,2014-07-29T09:53:23.000000
318113,"Fritsch, Koelpin and Larkin",RU-25060,Sweater,3,18.62,55.86,2014-06-22T11:10:04.000000
204748,Metz Ltd,HX-24728,Hat,10,84.36,843.6,2014-01-14T05:38:25.000000
319932,Brakus-Lockman,AE-95093,Socks,1,64.96,64.96,2013-11-13T23:11:21.000000
407134,"Bailey, Ernser and Bashirian",HX-24728,Hat,6,46.97,281.82,2013-10-07T00:11:51.000000
636451,Collins LLC,IC-59308,Socks,9,98.33,884.97,2014-01-22T23:45:44.000000
195626,Morissette-Jaskolski,QS-76400,Sweater,2,74.46,148.92,2014-07-02T21:48:43.000000
214690,Shanahan and Sons,IC-59308,Socks,14,56.39,789.46,2014-03-08T15:17:36.000000
743955,Leannon Inc,RU-25060,Sweater,8,64.68,517.44,2014-03-14T22:34:42.000000
459388,"Labadie, Vandervort and Johns",XX-25746,Hat,2,81.19,162.38,2014-06-03T20:53:49.000000
104104,Corkery-O'Connell,QS-76400,Sweater,9,10.62,95.58,2013-11-15T23:51:08.000000
131776,Kuvalis Inc,FT-50146,Sweater,3,26.27,78.81,2014-07-14T22:40:30.000000
651569,"Ebert, Zemlak and Hills",AE-95093,Socks,9,52.23,470.07,2014-04-15T18:16:17.000000
938531,O'Hara and Sons,GS-95639,Socks,20,86.14,1722.8,2014-01-20T08:54:45.000000
289599,Davis-Mohr,IC-59308,Socks,19,71.18,1352.42,2013-12-14T12:29:52.000000
531597,Rath Ltd,AE-95093,Socks,4,65.57,262.28,2013-12-19T06:20:00.000000
65701,"Rice, Ratke and Dietrich",QS-76400,Sweater,19,19.29,366.51,2014-09-27T08:04:37.000000
83845,Wisozk-Funk,ZC-07383,Sweater,2,30.18,60.36,2014-08-05T10:44:05.000000
383015,Bartoletti Inc,XX-25746,Hat,9,72.06,648.54,2014-07-15T09:48:21.000000
221967,Hahn Ltd,ZC-07383,Sweater,18,88.93,1600.74,2014-02-03T05:04:29.000000
181376,Pacocha-Kessler,LK-02338,Sweater,1,30.13,30.13,2013-11-22T12:40:47.000000
579994,Weissnat Group,LK-02338,Sweater,10,41.98,419.8,2014-08-31T01:04:43.000000
523833,Klocko Ltd,LK-02338,Sweater,11,30.33,333.63,2014-01-31T23:54:19.000000
958651,Franecki Inc,RU-25060,Sweater,13,34.55,449.15,2013-10-26T00:30:55.000000
222704,Ernser-Dare,QS-76400,Sweater,6,58.05,348.3,2014-04-30T18:25:28.000000
701170,"Rau, Bernhard and Parker",IC-59308,Socks,20,96.37,1927.4,2013-12-25T08:55:47.000000
611543,Kilback-Stokes,ZC-07383,Sweater,3,42.86,128.58,2014-03-26T17:29:36.000000
846832,Baumbach Group,RU-25060,Sweater,10,52.02,520.2,2014-01-16T15:58:51.000000
85499,Heller-Towne,RU-25060,Sweater,7,34.92,244.44,2014-05-08T06:06:18.000000
320874,"Dickinson, Thiel and Vandervort",AE-95093,Socks,5,84.21,421.05,2014-06-14T08:30:53.000000
314703,"Dicki, Ritchie and McCullough",RU-25060,Sweater,20,27.13,542.6,2014-05-18T03:54:05.000000
81991,Quitzon-Heaney,QS-76400,Sweater,5,19.59,97.95,2014-03-16T15:16:15.000000
221265,Romaguera-Brown,IC-59308,Socks,18,64.86,1167.48,2014-05-17T11:25:26.000000
687391,Thiel Ltd,HX-24728,Hat,4,73.86,295.44,2014-04-27T18:37:14.000000
633848,Johnston-Dicki,ZC-07383,Sweater,6,24.24,145.44,2014-06-05T17:12:56.000000
86467,Bechtelar-Windler,HX-24728,Hat,15,76.71,1150.65,2013-12-25T04:21:48.000000
868055,Kuhlman-Lubowitz,QS-76400,Sweater,11,64.95,714.45,2014-03-18T04:53:49.000000
320874,"Dickinson, Thiel and Vandervort",ZC-07383,Sweater,11,20.17,221.87,2014-07-07T21:19:13.000000
784608,Smith-Hauck,FT-50146,Sweater,3,30.05,90.15,2014-07-28T23:32:53.000000
897118,"Carroll, O'Connell and Roob",GS-95639,Socks,8,19.02,152.16,2014-08-01T09:51:42.000000
785842,Balistreri-Ward,GS-95639,Socks,7,98.95,692.65,2014-04-17T00:54:54.000000
352112,Ortiz-Kemmer,XX-25746,Hat,4,70.15,280.6,2014-09-01T11:41:50.000000
585977,Rohan-Thiel,AE-95093,Socks,19,67.25,1277.75,2014-06-27T17:55:08.000000
427830,Ortiz-Shanahan,HX-24728,Hat,8,27.22,217.76,2014-07-15T09:40:07.000000
914594,"Roberts, Volkman and Batz",IC-59308,Socks,1,25.31,25.31,2014-06-12T15:35:06.000000
310730,Wolf Ltd,HX-24728,Hat,20,33.32,666.4,2014-01-09T11:24:28.000000
246745,"Hyatt, Brown and Rohan",RU-25060,Sweater,20,79.48,1589.6,2014-07-29T15:44:57.000000
757632,Breitenberg-Harvey,AE-95093,Socks,4,48.59,194.36,2014-07-23T14:43:32.000000
737861,Nitzsche Ltd,FT-50146,Sweater,5,83.54,417.7,2014-07-04T11:00:05.000000
240778,Zboncak LLC,FT-50146,Sweater,2,48.96,97.92,2013-12-26T11:09:43.000000
151300,"Upton, Runolfsson and O'Reilly",QS-76400,Sweater,5,61.28,306.4,2014-09-08T06:30:47.000000
410673,"Corwin, Nienow and Reichert",XX-25746,Hat,6,65.54,393.24,2014-08-19T10:41:09.000000
612001,"Daniel, Russel and Stoltenberg",AE-95093,Socks,15,65.3,979.5,2014-07-13T17:49:39.000000
271238,"Runolfsdottir, Rolfson and Pacocha",IC-59308,Socks,15,75.04,1125.6,2014-08-18T04:20:14.000000
385821,Block-Sporer,HX-24728,Hat,9,10.72,96.48,2014-07-03T19:04:37.000000
927597,Kunde-Runolfsdottir,RU-25060,Sweater,15,16.99,254.85,2013-11-25T07:03:49.000000
748472,Swaniawski-Kris,IC-59308,Socks,14,26.62,372.68,2014-06-25T13:14:58.000000
70831,Feil-Wiegand,HX-24728,Hat,11,97.28,1070.08,2014-07-16T13:57:40.000000
436135,"Hodkiewicz, Carter and Rutherford",AE-95093,Socks,13,80.61,1047.93,2014-01-26T08:30:52.000000
931007,"Will, Schamberger and Wehner",GS-95639,Socks,20,73.82,1476.4,2013-10-20T03:31:31.000000
719100,"Rogahn, Lang and Bins",GS-95639,Socks,10,51.65,516.5,2013-12-03T23:39:39.000000
921003,Brekke-Grant,AE-95093,Socks,5,75.1,375.5,2013-12-04T09:05:19.000000
162462,Murphy PLC,HX-24728,Hat,19,13.12,249.28,2014-01-31T09:51:48.000000
838999,Runolfsson-Bernier,ZC-07383,Sweater,10,31.82,318.2,2013-11-20T22:50:48.000000
878842,Durgan and Sons,QS-76400,Sweater,14,97.68,1367.52,2014-05-13T17:26:03.000000
991343,Brekke PLC,LK-02338,Sweater,17,79.04,1343.68,2013-12-11T13:59:02.000000
406764,"VonRueden, Ritchie and Reilly",GS-95639,Socks,18,52.01,936.18,2014-05-15T01:20:53.000000
574172,"Rowe, Romaguera and Mayert",ZC-07383,Sweater,10,43.95,439.5,2014-09-27T14:42:32.000000
400974,"Schimmel, Schaefer and Treutel",RU-25060,Sweater,4,75.02,300.08,2013-12-09T02:48:19.000000
598556,Farrell-Bergnaum,ZC-07383,Sweater,1,40.76,40.76,2014-08-27T11:14:22.000000
141320,"Reichert, Barton and Lueilwitz",ZC-07383,Sweater,2,34.87,69.74,2013-11-12T09:37:07.000000
984152,"Wiegand, McGlynn and Koss",AE-95093,Socks,8,40.06,320.48,2014-02-08T16:09:53.000000
323803,Kerluke Group,AE-95093,Socks,17,59.73,1015.41,2014-04-27T07:57:07.000000
607901,Dicki Inc,GS-95639,Socks,8,19.46,155.68,2014-08-05T03:55:17.000000
584906,"Turcotte, Grant and Heidenreich",FT-50146,Sweater,10,46.03,460.3,2014-03-12T09:35:10.000000
716142,Stroman-Grimes,LK-02338,Sweater,4,93.44,373.76,2014-01-22T14:23:05.000000
345320,Jenkins Inc,AE-95093,Socks,20,76.06,1521.2,2014-09-06T02:06:08.000000
343481,Mills Inc,XX-25746,Hat,18,46.42,835.56,2014-07-01T16:39:19.000000
830285,"Spinka, Nienow and Christiansen",LK-02338,Sweater,1,81.56,81.56,2014-02-12T07:03:44.000000
718800,Jacobs-Howell,RU-25060,Sweater,12,74.28,891.36,2014-03-23T05:48:46.000000
516157,Kuhn-Crist,GS-95639,Socks,12,54.06,648.72,2014-01-20T10:31:27.000000
428333,Corkery-Torphy,FT-50146,Sweater,15,48.1,721.5,2013-11-03T08:06:48.000000
238675,McDermott Inc,RU-25060,Sweater,17,58.25,990.25,2014-02-16T17:26:48.000000
780026,Lakin-Goodwin,LK-02338,Sweater,12,97.97,1175.64,2013-12-16T02:56:05.000000
41295,Gulgowski-Luettgen,IC-59308,Socks,15,84.31,1264.65,2013-12-04T08:15:19.000000
799012,Gibson PLC,RU-25060,Sweater,1,91.42,91.42,2014-09-11T14:55:08.000000
56297,Waelchi and Sons,IC-59308,Socks,20,23.65,473.0,2014-04-13T11:22:13.000000
383619,Becker Ltd,XX-25746,Hat,1,72.2,72.2,2014-09-09T08:33:52.000000
195246,Hammes-Haag,XX-25746,Hat,12,99.35,1192.2,2013-12-19T10:25:17.000000
296008,"Greenholt, Stroman and Waelchi",LK-02338,Sweater,6,77.52,465.12,2013-12-16T06:19:38.000000
659579,"Upton, Hilpert and White",LK-02338,Sweater,8,74.22,593.76,2014-06-01T23:38:29.000000
485244,Durgan Ltd,HX-24728,Hat,20,10.2,204.0,2014-05-24T07:50:49.000000
185994,Murazik LLC,XX-25746,Hat,18,60.99,1097.82,2013-12-26T05:50:27.000000
24024,"Cruickshank, Robel and Jast",XX-25746,Hat,1,22.6,22.6,2014-01-16T07:06:38.000000
910599,Haag-Huel,XX-25746,Hat,5,75.55,377.75,2014-05-02T11:03:12.000000
726713,Schinner-Baumbach,XX-25746,Hat,12,42.78,513.36,2014-09-29T22:16:21.000000
440852,"Bradtke, Daniel and Hagenes",FT-50146,Sweater,17,35.68,606.56,2014-05-02T23:21:10.000000
679130,Berge and Sons,GS-95639,Socks,5,34.32,171.6,2014-08-27T18:08:16.000000
255877,"Stroman, Cronin and Gerlach",GS-95639,Socks,6,86.92,521.52,2014-02-26T02:25:36.000000
225775,Walker and Sons,AE-95093,Socks,7,38.46,269.22,2014-07-12T07:53:48.000000
666407,McGlynn-Marvin,AE-95093,Socks,17,55.69,946.73,2014-07-11T14:02:20.000000
23156,Kuhn and Sons,LK-02338,Sweater,12,63.72,764.64,2014-08-20T01:31:43.000000
770435,Sporer-Denesik,ZC-07383,Sweater,5,86.72,433.6,2014-07-14T11:42:38.000000
734065,"Pacocha, White and Lind",QS-76400,Sweater,19,81.8,1554.2,2013-10-22T12:58:40.000000
914594,"Roberts, Volkman and Batz",AE-95093,Socks,19,62.2,1181.8,2014-04-09T13:30:37.000000
606477,"Hilpert, Witting and McDermott",IC-59308,Socks,17,31.63,537.71,2013-11-01T23:34:07.000000
863242,McKenzie and Sons,IC-59308,Socks,15,17.99,269.85,2014-07-21T16:43:34.000000
998940,Walker-Erdman,GS-95639,Socks,7,14.23,99.61,2014-01-06T09:01:44.000000
567684,"Conroy, Hermann and Fay",HX-24728,Hat,5,51.11,255.55,2014-08-12T05:57:34.000000
806349,Purdy Ltd,AE-95093,Socks,4,40.48,161.92,2013-10-13T01:00:59.000000
223656,Hoeger-Emard,ZC-07383,Sweater,8,52.53,420.24,2014-03-10T13:03:04.000000
528522,"Fay, Kassulke and Hahn",IC-59308,Socks,18,62.21,1119.78,2014-02-11T09:19:55.000000
926359,Herman Ltd,RU-25060,Sweater,18,12.4,223.2,2013-12-24T02:12:31.000000
654198,Aufderhar and Sons,GS-95639,Socks,2,96.77,193.54,2014-04-23T18:25:00.000000
461425,O'Conner PLC,XX-25746,Hat,16,70.92,1134.72,2014-08-26T11:38:54.000000
54647,"Mayer, Bartoletti and Skiles",FT-50146,Sweater,9,96.32,866.88,2014-08-29T06:55:27.000000
190550,"Marvin, Johnson and McDermott",HX-24728,Hat,15,96.2,1443.0,2014-08-03T07:08:43.000000
957458,Tromp Ltd,ZC-07383,Sweater,20,29.2,584.0,2014-01-26T22:43:55.000000
962424,King-Graham,LK-02338,Sweater,1,24.41,24.41,2014-01-29T04:41:30.000000
188073,Bernhard LLC,HX-24728,Hat,5,62.2,311.0,2014-06-26T18:53:10.000000
81991,Quitzon-Heaney,LK-02338,Sweater,10,32.69,326.9,2013-10-20T15:40:17.000000
88948,Schulist-Stokes,QS-76400,Sweater,17,31.79,540.43,2014-04-26T08:38:47.000000
17915,Huel Inc,HX-24728,Hat,3,29.68,89.04,2014-09-13T20:41:55.000000
930445,Kuhlman-Abbott,HX-24728,Hat,7,67.27,470.89,2014-08-26T20:46:40.000000
789704,"Sporer, Hickle and Steuber",AE-95093,Socks,1,11.13,11.13,2014-06-07T05:39:32.000000
6711,"Gorczany, Pfannerstill and Okuneva",ZC-07383,Sweater,18,66.6,1198.8,2014-05-29T08:59:53.000000
962424,King-Graham,FT-50146,Sweater,2,51.42,102.84,2014-07-13T05:24:33.000000
838999,Runolfsson-Bernier,XX-25746,Hat,2,51.25,102.5,2014-05-07T01:03:32.000000
411916,Rau PLC,GS-95639,Socks,18,58.25,1048.5,2014-02-14T10:38:02.000000
55451,Welch-Padberg,QS-76400,Sweater,19,95.38,1812.22,2014-08-05T03:05:24.000000
694814,"Towne, Keebler and Bergnaum",LK-02338,Sweater,6,50.64,303.84,2014-06-19T19:58:37.000000
507817,O'Conner-Abbott,LK-02338,Sweater,6,19.34,116.04,2014-05-02T10:24:33.000000
80499,Wehner-Rowe,AE-95093,Socks,10,60.82,608.2,2013-12-13T22:27:10.000000
80571,"Simonis, Johnston and Jewess",IC-59308,Socks,9,54.52,490.68,2014-06-21T23:08:48.000000
435351,Beahan-Lockman,XX-25746,Hat,14,39.6,554.4,2013-11-02T06:01:19.000000
920238,Gulgowski LLC,FT-50146,Sweater,17,26.8,455.6,2014-05-04T19:25:12.000000
884187,"Monahan, Bogan and White",GS-95639,Socks,9,59.7,537.3,2014-03-08T06:38:33.000000
68120,Rippin and Sons,QS-76400,Sweater,8,70.48,563.84,2014-05-14T10:53:31.000000
189941,"Brakus, Kuhn and Gusikowski",FT-50146,Sweater,9,96.32,866.88,2014-03-21T10:40:07.000000
23156,Kuhn and Sons,ZC-07383,Sweater,7,67.88,475.16,2014-09-16T13:21:59.000000
740581,"Ziemann, Reynolds and McClure",IC-59308,Socks,7,95.05,665.35,2013-12-19T20:21:33.000000
812847,Okuneva and Sons,FT-50146,Sweater,11,80.68,887.48,2013-10-27T23:34:39.000000
930552,"Baumbach, Bogan and Feeney",HX-24728,Hat,1,52.8,52.8,2013-10-25T16:21:44.000000
529791,"Schamberger, Conn and Lind",FT-50146,Sweater,20,72.27,1445.4,2014-08-30T01:02:19.000000
374476,Marvin-Moen,ZC-07383,Sweater,19,88.77,1686.63,2014-09-09T09:03:18.000000
797019,Gaylord LLC,QS-76400,Sweater,16,60.51,968.16,2013-12-14T18:05:19.000000
29068,Brekke and Sons,RU-25060,Sweater,2,98.81,197.62,2014-03-27T17:00:29.000000
180324,Reynolds Group,GS-95639,Socks,17,90.28,1534.76,2014-01-01T09:21:23.000000
718026,"Gaylord, Hane and Roberts",LK-02338,Sweater,4,10.12,40.48,2014-05-16T15:11:45.000000
606477,"Hilpert, Witting and McDermott",ZC-07383,Sweater,17,86.15,1464.55,2014-08-10T17:20:34.000000
14431,"Murray, Steuber and Auer",IC-59308,Socks,6,50.1,300.6,2014-01-18T19:37:51.000000
261065,Mosciski-White,ZC-07383,Sweater,2,70.66,141.32,2014-07-10T17:09:39.000000
210565,Feest Inc,QS-76400,Sweater,15,90.78,1361.7,2014-01-24T13:30:44.000000
434955,Ledner-Kling,AE-95093,Socks,4,20.08,80.32,2014-03-19T09:20:57.000000
154211,Keeling-Wolff,AE-95093,Socks,3,23.21,69.63,2014-01-14T06:46:46.000000
523833,Klocko Ltd,ZC-07383,Sweater,1,56.57,56.57,2014-01-01T07:59:24.000000
705775,Wilderman Group,QS-76400,Sweater,10,89.28,892.8,2014-08-18T07:54:26.000000
618428,McLaughlin PLC,QS-76400,Sweater,20,96.93,1938.6,2014-03-02T15:17:02.000000
343481,Mills Inc,IC-59308,Socks,13,43.13,560.69,2014-03-29T22:51:10.000000
68120,Rippin and Sons,AE-95093,Socks,7,53.62,375.34,2014-01-25T21:26:04.000000
866291,Hodkiewicz Group,IC-59308,Socks,4,26.05,104.2,2014-04-30T11:46:14.000000
205298,"Sanford, Wintheiser and Koss",RU-25060,Sweater,11,90.45,994.95,2014-06-28T11:49:36.000000
976357,"Durgan, Larkin and Stark",LK-02338,Sweater,1,48.37,48.37,2014-02-12T01:58:06.000000
227563,Fisher PLC,LK-02338,Sweater,10,60.47,604.7,2014-02-08T17:25:35.000000
751708,"Toy, Macejkovic and Fadel",RU-25060,Sweater,17,25.37,431.29,2014-07-31T00:51:41.000000
812847,Okuneva and Sons,ZC-07383,Sweater,3,55.79,167.37,2013-10-13T08:35:21.000000
331921,Skiles-Bergnaum,RU-25060,Sweater,11,87.47,962.17,2014-09-19T05:46:38.000000
70143,Carroll-Morissette,AE-95093,Socks,19,39.68,753.92,2013-10-26T02:38:51.000000
212487,Von-Ledner,AE-95093,Socks,5,95.85,479.25,2014-01-09T04:48:29.000000
352112,Ortiz-Kemmer,GS-95639,Socks,5,73.84,369.2,2013-12-02T22:53:20.000000
629547,Thiel-Volkman,ZC-07383,Sweater,16,17.47,279.52,2014-02-18T07:01:07.000000
435915,"Kling, Parker and Goodwin",FT-50146,Sweater,1,21.78,21.78,2014-08-11T18:44:54.000000
763381,Weimann LLC,IC-59308,Socks,2,49.01,98.02,2014-07-01T19:57:41.000000
320340,Casper-Beahan,AE-95093,Socks,12,67.89,814.68,2014-08-05T06:02:08.000000
187671,Terry and Sons,ZC-07383,Sweater,18,25.51,459.18,2013-10-03T08:24:24.000000
31780,"Little, Stokes and McClure",RU-25060,Sweater,18,41.97,755.46,2014-05-31T03:35:47.000000
285621,Waters Ltd,XX-25746,Hat,11,16.01,176.11,2014-09-16T04:39:43.000000
549196,"Kuphal, Hand and Larkin",LK-02338,Sweater,6,21.83,130.98,2014-09-11T03:48:47.000000
64410,"Blick, Auer and Pollich",HX-24728,Hat,10,26.51,265.1,2013-12-06T16:39:18.000000
215844,Simonis-Cummings,LK-02338,Sweater,2,23.26,46.52,2014-02-21T04:32:38.000000
951852,Jenkins Ltd,XX-25746,Hat,3,85.32,255.96,2014-08-16T22:39:49.000000
162462,Murphy PLC,IC-59308,Socks,9,32.07,288.63,2014-08-21T09:33:11.000000
272517,"Davis, Heaney and Johns",RU-25060,Sweater,3,39.2,117.6,2014-04-28T08:53:34.000000
742526,"Bosco, Wuckert and O'Reilly",QS-76400,Sweater,20,41.81,836.2,2014-07-13T18:49:34.000000
830122,"Fritsch, Bartoletti and Spencer",IC-59308,Socks,7,98.47,689.29,2014-06-05T11:14:13.000000
938316,"Swaniawski, White and Koch",QS-76400,Sweater,7,10.34,72.38,2014-02-08T15:15:52.000000
510762,Carroll-Kunde,HX-24728,Hat,13,41.85,544.05,2014-07-12T11:33:16.000000
744911,"Farrell, McClure and Bayer",AE-95093,Socks,3,15.66,46.98,2014-07-25T14:41:22.000000
172519,"Kutch, Cormier and Harber",IC-59308,Socks,11,22.72,249.92,2014-03-02T16:28:12.000000
881909,Ratke-Mitchell,LK-02338,Sweater,20,44.2,884.0,2013-11-27T13:49:04.000000
33085,Harris Group,AE-95093,Socks,17,33.25,565.25,2014-02-22T23:49:54.000000
631316,Lemke LLC,ZC-07383,Sweater,19,80.28,1525.32,2013-10-09T18:24:06.000000
823639,Reilly-Leannon,GS-95639,Socks,4,87.28,349.12,2014-03-16T09:49:02.000000
54152,Cummerata Ltd,LK-02338,Sweater,16,61.08,977.28,2014-07-18T22:30:11.000000
314560,Feil LLC,ZC-07383,Sweater,14,98.85,1383.9,2014-04-30T05:49:59.000000
19767,"Pagac, Rogahn and Larson",AE-95093,Socks,5,74.2,371.0,2014-02-25T14:05:08.000000
512839,Moen LLC,HX-24728,Hat,7,30.65,214.55,2014-09-09T18:51:08.000000
239817,"Abbott, Rogahn and Bednar",ZC-07383,Sweater,18,34.2,615.6,2014-02-23T12:50:34.000000
473322,Schuppe-Frami,LK-02338,Sweater,20,57.83,1156.6,2014-01-14T04:33:14.000000
211130,"Eichmann, Lindgren and Quigley",HX-24728,Hat,20,70.5,1410.0,2013-12-30T03:52:27.000000
36881,"Hahn, Johnson and Jacobi",XX-25746,Hat,5,37.96,189.8,2014-06-16T21:54:29.000000
345320,Jenkins Inc,QS-76400,Sweater,16,74.43,1190.88,2014-01-22T08:02:27.000000
734065,"Pacocha, White and Lind",IC-59308,Socks,14,55.06,770.84,2014-03-08T06:49:52.000000
471389,Gottlieb-Bednar,AE-95093,Socks,17,43.38,737.46,2014-02-03T05:50:08.000000
841645,"Murray, Herzog and Treutel",GS-95639,Socks,18,99.34,1788.12,2014-07-16T18:36:40.000000
81900,Herman-Upton,QS-76400,Sweater,20,93.08,1861.6,2014-04-05T17:36:15.000000
383015,Bartoletti Inc,FT-50146,Sweater,19,89.29,1696.51,2014-09-20T12:15:41.000000
637673,Schultz-Bradtke,FT-50146,Sweater,16,29.72,475.52,2014-08-30T15:48:41.000000
